W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
Using Flash Attention 3 (Hopper GPU detected)
wandb: Tracking run with wandb version 0.25.1
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /mnt/vast/joey/slowrun/wandb/offline-run-20260417_145222-3ir5uxqg
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=16
  block_loop_count=3
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 2 steps
Training for 16 epoch(s) (~3048 steps estimated)
Eval set: 10,000,000 tokens
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826538 | dt: 33049.62ms | tok/sec: 15,863 | bf16_mfu: 0.35%
step 00002 (0.07%) | loss: 10.747199 | dt: 971.88ms | tok/sec: 539,459 | bf16_mfu: 11.97%
step 00003 (0.10%) | loss: 10.594832 | dt: 1108.70ms | tok/sec: 472,885 | bf16_mfu: 10.50%
step 01618 (53.08%) | loss: 3.281051 | dt: 696.01ms | tok/sec: 753,274 | bf16_mfu: 16.72% | eta: 16.7m
step 01619 (53.12%) | loss: 3.284898 | dt: 698.82ms | tok/sec: 750,246 | bf16_mfu: 16.65% | eta: 16.6m
step 01620 (53.15%) | loss: 3.274241 | dt: 700.78ms | tok/sec: 748,152 | bf16_mfu: 16.61% | eta: 16.6m
step 01621 (53.18%) | loss: 3.279812 | dt: 701.24ms | tok/sec: 747,663 | bf16_mfu: 16.60% | eta: 16.6m
step 01622 (53.22%) | loss: 3.271700 | dt: 697.58ms | tok/sec: 751,577 | bf16_mfu: 16.68% | eta: 16.6m
step 01623 (53.25%) | loss: 3.279352 | dt: 697.89ms | tok/sec: 751,242 | bf16_mfu: 16.68% | eta: 16.6m
step 01624 (53.28%) | loss: 3.284144 | dt: 697.19ms | tok/sec: 752,001 | bf16_mfu: 16.69% | eta: 16.6m
step 01625 (53.31%) | loss: 3.301961 | dt: 698.44ms | tok/sec: 750,660 | bf16_mfu: 16.66% | eta: 16.6m
step 01626 (53.35%) | loss: 3.309483 | dt: 698.37ms | tok/sec: 750,732 | bf16_mfu: 16.66% | eta: 16.6m
step 01627 (53.38%) | loss: 3.310876 | dt: 698.60ms | tok/sec: 750,486 | bf16_mfu: 16.66% | eta: 16.6m
step 01628 (53.41%) | loss: 3.319608 | dt: 697.58ms | tok/sec: 751,576 | bf16_mfu: 16.68% | eta: 16.5m
step 01629 (53.44%) | loss: 3.323866 | dt: 697.58ms | tok/sec: 751,578 | bf16_mfu: 16.68% | eta: 16.5m
step 01630 (53.48%) | loss: 3.324386 | dt: 693.90ms | tok/sec: 755,567 | bf16_mfu: 16.77% | eta: 16.5m
step 01631 (53.51%) | loss: 3.323389 | dt: 700.62ms | tok/sec: 748,315 | bf16_mfu: 16.61% | eta: 16.5m
step 01632 (53.54%) | loss: 3.312599 | dt: 696.91ms | tok/sec: 752,299 | bf16_mfu: 16.70% | eta: 16.5m
step 01633 (53.58%) | loss: 3.303920 | dt: 698.45ms | tok/sec: 750,643 | bf16_mfu: 16.66% | eta: 16.5m
step 01634 (53.61%) | loss: 3.307573 | dt: 699.76ms | tok/sec: 749,235 | bf16_mfu: 16.63% | eta: 16.5m
step 01635 (53.64%) | loss: 3.294874 | dt: 698.53ms | tok/sec: 750,563 | bf16_mfu: 16.66% | eta: 16.5m
step 01636 (53.67%) | loss: 3.318548 | dt: 700.07ms | tok/sec: 748,912 | bf16_mfu: 16.62% | eta: 16.4m
step 01637 (53.71%) | loss: 3.321605 | dt: 699.36ms | tok/sec: 749,667 | bf16_mfu: 16.64% | eta: 16.4m
step 01638 (53.74%) | loss: 3.314914 | dt: 696.06ms | tok/sec: 753,224 | bf16_mfu: 16.72% | eta: 16.4m
step 01639 (53.77%) | loss: 3.314642 | dt: 699.32ms | tok/sec: 749,709 | bf16_mfu: 16.64% | eta: 16.4m
step 01640 (53.81%) | loss: 3.311321 | dt: 700.85ms | tok/sec: 748,076 | bf16_mfu: 16.61% | eta: 16.4m
step 01641 (53.84%) | loss: 3.310282 | dt: 700.26ms | tok/sec: 748,703 | bf16_mfu: 16.62% | eta: 16.4m
step 01642 (53.87%) | loss: 3.314481 | dt: 698.89ms | tok/sec: 750,175 | bf16_mfu: 16.65% | eta: 16.4m
step 01643 (53.90%) | loss: 3.305189 | dt: 698.35ms | tok/sec: 750,752 | bf16_mfu: 16.66% | eta: 16.4m
step 01644 (53.94%) | loss: 3.304176 | dt: 699.16ms | tok/sec: 749,886 | bf16_mfu: 16.65% | eta: 16.4m
step 01645 (53.97%) | loss: 3.291805 | dt: 699.74ms | tok/sec: 749,262 | bf16_mfu: 16.63% | eta: 16.3m
step 01646 (54.00%) | loss: 3.281287 | dt: 697.47ms | tok/sec: 751,698 | bf16_mfu: 16.69% | eta: 16.3m
step 01647 (54.04%) | loss: 3.276295 | dt: 698.56ms | tok/sec: 750,528 | bf16_mfu: 16.66% | eta: 16.3m
step 01648 (54.07%) | loss: 3.282902 | dt: 696.95ms | tok/sec: 752,262 | bf16_mfu: 16.70% | eta: 16.3m
step 01649 (54.10%) | loss: 3.294307 | dt: 698.24ms | tok/sec: 750,870 | bf16_mfu: 16.67% | eta: 16.3m
step 01650 (54.13%) | loss: 3.301681 | dt: 697.97ms | tok/sec: 751,162 | bf16_mfu: 16.67% | eta: 16.3m
step 01651 (54.17%) | loss: 3.298705 | dt: 699.95ms | tok/sec: 749,036 | bf16_mfu: 16.63% | eta: 16.3m
step 01652 (54.20%) | loss: 3.294178 | dt: 697.63ms | tok/sec: 751,531 | bf16_mfu: 16.68% | eta: 16.3m
step 01653 (54.23%) | loss: 3.303919 | dt: 699.18ms | tok/sec: 749,864 | bf16_mfu: 16.65% | eta: 16.2m
step 01654 (54.27%) | loss: 3.296221 | dt: 701.00ms | tok/sec: 747,912 | bf16_mfu: 16.60% | eta: 16.2m
step 01655 (54.30%) | loss: 3.301127 | dt: 693.58ms | tok/sec: 755,915 | bf16_mfu: 16.78% | eta: 16.2m
step 01656 (54.33%) | loss: 3.313603 | dt: 696.02ms | tok/sec: 753,260 | bf16_mfu: 16.72% | eta: 16.2m
step 01657 (54.36%) | loss: 3.328381 | dt: 696.50ms | tok/sec: 752,746 | bf16_mfu: 16.71% | eta: 16.2m
step 01658 (54.40%) | loss: 3.332531 | dt: 698.49ms | tok/sec: 750,599 | bf16_mfu: 16.66% | eta: 16.2m
step 01659 (54.43%) | loss: 3.331322 | dt: 699.95ms | tok/sec: 749,033 | bf16_mfu: 16.63% | eta: 16.2m
step 01660 (54.46%) | loss: 3.334002 | dt: 696.80ms | tok/sec: 752,423 | bf16_mfu: 16.70% | eta: 16.2m
step 01661 (54.49%) | loss: 3.337615 | dt: 701.58ms | tok/sec: 747,292 | bf16_mfu: 16.59% | eta: 16.2m
step 01662 (54.53%) | loss: 3.330181 | dt: 698.87ms | tok/sec: 750,197 | bf16_mfu: 16.65% | eta: 16.1m
step 01663 (54.56%) | loss: 3.319592 | dt: 698.50ms | tok/sec: 750,593 | bf16_mfu: 16.66% | eta: 16.1m
step 01664 (54.59%) | loss: 3.316605 | dt: 698.52ms | tok/sec: 750,567 | bf16_mfu: 16.66% | eta: 16.1m
step 01665 (54.63%) | loss: 3.320442 | dt: 697.37ms | tok/sec: 751,809 | bf16_mfu: 16.69% | eta: 16.1m
step 01666 (54.66%) | loss: 3.318054 | dt: 696.48ms | tok/sec: 752,769 | bf16_mfu: 16.71% | eta: 16.1m
step 01667 (54.69%) | loss: 3.313002 | dt: 696.40ms | tok/sec: 752,858 | bf16_mfu: 16.71% | eta: 16.1m
step 01668 (54.72%) | loss: 3.318247 | dt: 701.39ms | tok/sec: 747,493 | bf16_mfu: 16.59% | eta: 16.1m
step 01669 (54.76%) | loss: 3.321451 | dt: 700.43ms | tok/sec: 748,517 | bf16_mfu: 16.62% | eta: 16.1m
step 01670 (54.79%) | loss: 3.311589 | dt: 695.20ms | tok/sec: 754,149 | bf16_mfu: 16.74% | eta: 16.1m
step 01671 (54.82%) | loss: 3.304282 | dt: 698.56ms | tok/sec: 750,525 | bf16_mfu: 16.66% | eta: 16.0m
step 01672 (54.86%) | loss: 3.301339 | dt: 697.56ms | tok/sec: 751,600 | bf16_mfu: 16.68% | eta: 16.0m
step 01673 (54.89%) | loss: 3.295738 | dt: 695.59ms | tok/sec: 753,732 | bf16_mfu: 16.73% | eta: 16.0m
step 01674 (54.92%) | loss: 3.309959 | dt: 697.02ms | tok/sec: 752,185 | bf16_mfu: 16.70% | eta: 16.0m
step 01675 (54.95%) | loss: 3.331413 | dt: 697.02ms | tok/sec: 752,185 | bf16_mfu: 16.70% | eta: 16.0m
step 01676 (54.99%) | loss: 3.329028 | dt: 698.47ms | tok/sec: 750,625 | bf16_mfu: 16.66% | eta: 16.0m
step 01677 (55.02%) | loss: 3.321573 | dt: 698.22ms | tok/sec: 750,897 | bf16_mfu: 16.67% | eta: 16.0m
step 01678 (55.05%) | loss: 3.325735 | dt: 696.58ms | tok/sec: 752,663 | bf16_mfu: 16.71% | eta: 16.0m
step 01679 (55.09%) | loss: 3.326784 | dt: 697.34ms | tok/sec: 751,844 | bf16_mfu: 16.69% | eta: 15.9m
step 01680 (55.12%) | loss: 3.332116 | dt: 699.36ms | tok/sec: 749,663 | bf16_mfu: 16.64% | eta: 15.9m
step 01681 (55.15%) | loss: 3.329399 | dt: 696.60ms | tok/sec: 752,641 | bf16_mfu: 16.71% | eta: 15.9m
step 01682 (55.18%) | loss: 3.330480 | dt: 696.10ms | tok/sec: 753,183 | bf16_mfu: 16.72% | eta: 15.9m
step 01683 (55.22%) | loss: 3.323432 | dt: 697.12ms | tok/sec: 752,082 | bf16_mfu: 16.69% | eta: 15.9m
step 01684 (55.25%) | loss: 3.326588 | dt: 700.58ms | tok/sec: 748,357 | bf16_mfu: 16.61% | eta: 15.9m
step 01685 (55.28%) | loss: 3.346872 | dt: 699.12ms | tok/sec: 749,924 | bf16_mfu: 16.65% | eta: 15.9m
step 01686 (55.31%) | loss: 3.329109 | dt: 697.79ms | tok/sec: 751,358 | bf16_mfu: 16.68% | eta: 15.9m
step 01687 (55.35%) | loss: 3.334283 | dt: 699.84ms | tok/sec: 749,155 | bf16_mfu: 16.63% | eta: 15.9m
step 01688 (55.38%) | loss: 3.334834 | dt: 698.16ms | tok/sec: 750,953 | bf16_mfu: 16.67% | eta: 15.8m
step 01689 (55.41%) | loss: 3.326677 | dt: 696.94ms | tok/sec: 752,268 | bf16_mfu: 16.70% | eta: 15.8m
step 01690 (55.45%) | loss: 3.335059 | dt: 699.84ms | tok/sec: 749,152 | bf16_mfu: 16.63% | eta: 15.8m
step 01691 (55.48%) | loss: 3.329421 | dt: 700.15ms | tok/sec: 748,827 | bf16_mfu: 16.62% | eta: 15.8m
step 01692 (55.51%) | loss: 3.317189 | dt: 697.22ms | tok/sec: 751,964 | bf16_mfu: 16.69% | eta: 15.8m
step 01693 (55.54%) | loss: 3.308181 | dt: 698.64ms | tok/sec: 750,435 | bf16_mfu: 16.66% | eta: 15.8m
step 01694 (55.58%) | loss: 3.319865 | dt: 700.50ms | tok/sec: 748,445 | bf16_mfu: 16.61% | eta: 15.8m
step 01695 (55.61%) | loss: 3.314631 | dt: 698.60ms | tok/sec: 750,480 | bf16_mfu: 16.66% | eta: 15.8m
step 01696 (55.64%) | loss: 3.337377 | dt: 700.54ms | tok/sec: 748,400 | bf16_mfu: 16.61% | eta: 15.7m
step 01697 (55.68%) | loss: 3.333151 | dt: 697.98ms | tok/sec: 751,151 | bf16_mfu: 16.67% | eta: 15.7m
step 01698 (55.71%) | loss: 3.347646 | dt: 696.12ms | tok/sec: 753,162 | bf16_mfu: 16.72% | eta: 15.7m
step 01699 (55.74%) | loss: 3.347745 | dt: 700.89ms | tok/sec: 748,026 | bf16_mfu: 16.60% | eta: 15.7m
step 01700 (55.77%) | loss: 3.338731 | dt: 697.34ms | tok/sec: 751,837 | bf16_mfu: 16.69% | eta: 15.7m
step 01701 (55.81%) | loss: 3.341149 | dt: 698.34ms | tok/sec: 750,765 | bf16_mfu: 16.67% | eta: 15.7m
step 01702 (55.84%) | loss: 3.336310 | dt: 699.57ms | tok/sec: 749,440 | bf16_mfu: 16.64% | eta: 15.7m
step 01703 (55.87%) | loss: 3.342839 | dt: 700.05ms | tok/sec: 748,925 | bf16_mfu: 16.62% | eta: 15.7m
step 01704 (55.91%) | loss: 3.336728 | dt: 700.02ms | tok/sec: 748,965 | bf16_mfu: 16.63% | eta: 15.7m
step 01705 (55.94%) | loss: 3.334594 | dt: 697.92ms | tok/sec: 751,216 | bf16_mfu: 16.68% | eta: 15.6m
step 01706 (55.97%) | loss: 3.324165 | dt: 696.64ms | tok/sec: 752,600 | bf16_mfu: 16.71% | eta: 15.6m
step 01707 (56.00%) | loss: 3.325443 | dt: 701.08ms | tok/sec: 747,824 | bf16_mfu: 16.60% | eta: 15.6m
step 01708 (56.04%) | loss: 3.315684 | dt: 696.84ms | tok/sec: 752,376 | bf16_mfu: 16.70% | eta: 15.6m
step 01709 (56.07%) | loss: 3.315330 | dt: 698.78ms | tok/sec: 750,287 | bf16_mfu: 16.65% | eta: 15.6m
step 01710 (56.10%) | loss: 3.328838 | dt: 696.97ms | tok/sec: 752,238 | bf16_mfu: 16.70% | eta: 15.6m
step 01711 (56.14%) | loss: 3.332789 | dt: 701.70ms | tok/sec: 747,164 | bf16_mfu: 16.59% | eta: 15.6m
step 01712 (56.17%) | loss: 3.312802 | dt: 694.02ms | tok/sec: 755,437 | bf16_mfu: 16.77% | eta: 15.6m
step 01713 (56.20%) | loss: 3.309662 | dt: 696.68ms | tok/sec: 752,557 | bf16_mfu: 16.70% | eta: 15.6m
step 01714 (56.23%) | loss: 3.308999 | dt: 699.38ms | tok/sec: 749,647 | bf16_mfu: 16.64% | eta: 15.5m
Starting epoch 10
step 01715 (56.27%) | loss: 3.309442 | dt: 697.83ms | tok/sec: 751,308 | bf16_mfu: 16.68% | eta: 15.5m
Step 01715 | Epoch 9 | Val BPB: 1.144964 | Val Loss: 3.523064
step 01716 (56.30%) | loss: 3.286266 | dt: 672.62ms | tok/sec: 779,468 | bf16_mfu: 17.30% | eta: 15.5m
step 01717 (56.33%) | loss: 3.266625 | dt: 687.34ms | tok/sec: 762,773 | bf16_mfu: 16.93% | eta: 15.5m
step 01718 (56.36%) | loss: 3.283097 | dt: 699.22ms | tok/sec: 749,818 | bf16_mfu: 16.64% | eta: 15.5m
step 01719 (56.40%) | loss: 3.267201 | dt: 696.20ms | tok/sec: 753,074 | bf16_mfu: 16.72% | eta: 15.5m
step 01720 (56.43%) | loss: 3.258644 | dt: 691.80ms | tok/sec: 757,856 | bf16_mfu: 16.82% | eta: 15.5m
step 01721 (56.46%) | loss: 3.243440 | dt: 705.02ms | tok/sec: 743,644 | bf16_mfu: 16.51% | eta: 15.5m
step 01722 (56.50%) | loss: 3.249227 | dt: 698.87ms | tok/sec: 750,197 | bf16_mfu: 16.65% | eta: 15.4m
step 01723 (56.53%) | loss: 3.212609 | dt: 694.59ms | tok/sec: 754,813 | bf16_mfu: 16.75% | eta: 15.4m
step 01724 (56.56%) | loss: 3.192569 | dt: 697.51ms | tok/sec: 751,656 | bf16_mfu: 16.68% | eta: 15.4m
step 01725 (56.59%) | loss: 3.207189 | dt: 695.53ms | tok/sec: 753,800 | bf16_mfu: 16.73% | eta: 15.4m
step 01726 (56.63%) | loss: 3.220387 | dt: 695.23ms | tok/sec: 754,127 | bf16_mfu: 16.74% | eta: 15.4m
step 01727 (56.66%) | loss: 3.228257 | dt: 697.48ms | tok/sec: 751,683 | bf16_mfu: 16.69% | eta: 15.4m
step 01728 (56.69%) | loss: 3.200247 | dt: 696.19ms | tok/sec: 753,086 | bf16_mfu: 16.72% | eta: 15.4m
step 01729 (56.73%) | loss: 3.192430 | dt: 697.92ms | tok/sec: 751,218 | bf16_mfu: 16.68% | eta: 15.4m
step 01730 (56.76%) | loss: 3.193310 | dt: 699.86ms | tok/sec: 749,132 | bf16_mfu: 16.63% | eta: 15.4m
step 01731 (56.79%) | loss: 3.199216 | dt: 700.33ms | tok/sec: 748,627 | bf16_mfu: 16.62% | eta: 15.3m
step 01732 (56.82%) | loss: 3.183743 | dt: 696.67ms | tok/sec: 752,563 | bf16_mfu: 16.70% | eta: 15.3m
step 01733 (56.86%) | loss: 3.179756 | dt: 696.75ms | tok/sec: 752,478 | bf16_mfu: 16.70% | eta: 15.3m
step 01734 (56.89%) | loss: 3.187618 | dt: 695.64ms | tok/sec: 753,672 | bf16_mfu: 16.73% | eta: 15.3m
step 01735 (56.92%) | loss: 3.198480 | dt: 696.15ms | tok/sec: 753,126 | bf16_mfu: 16.72% | eta: 15.3m
step 01736 (56.96%) | loss: 3.208766 | dt: 698.65ms | tok/sec: 750,429 | bf16_mfu: 16.66% | eta: 15.3m
step 01737 (56.99%) | loss: 3.192251 | dt: 695.47ms | tok/sec: 753,862 | bf16_mfu: 16.73% | eta: 15.3m
step 01738 (57.02%) | loss: 3.163049 | dt: 699.02ms | tok/sec: 750,031 | bf16_mfu: 16.65% | eta: 15.3m
step 01739 (57.05%) | loss: 3.166239 | dt: 698.16ms | tok/sec: 750,958 | bf16_mfu: 16.67% | eta: 15.2m
step 01740 (57.09%) | loss: 3.172192 | dt: 696.09ms | tok/sec: 753,187 | bf16_mfu: 16.72% | eta: 15.2m
step 01741 (57.12%) | loss: 3.175058 | dt: 699.54ms | tok/sec: 749,480 | bf16_mfu: 16.64% | eta: 15.2m
step 01742 (57.15%) | loss: 3.146307 | dt: 699.84ms | tok/sec: 749,158 | bf16_mfu: 16.63% | eta: 15.2m
step 01743 (57.19%) | loss: 3.172278 | dt: 696.01ms | tok/sec: 753,275 | bf16_mfu: 16.72% | eta: 15.2m
step 01744 (57.22%) | loss: 3.177334 | dt: 700.44ms | tok/sec: 748,512 | bf16_mfu: 16.62% | eta: 15.2m
step 01745 (57.25%) | loss: 3.170036 | dt: 699.57ms | tok/sec: 749,446 | bf16_mfu: 16.64% | eta: 15.2m
step 01746 (57.28%) | loss: 3.180036 | dt: 696.52ms | tok/sec: 752,723 | bf16_mfu: 16.71% | eta: 15.2m
step 01747 (57.32%) | loss: 3.186483 | dt: 700.37ms | tok/sec: 748,588 | bf16_mfu: 16.62% | eta: 15.2m
step 01748 (57.35%) | loss: 3.176253 | dt: 697.51ms | tok/sec: 751,651 | bf16_mfu: 16.68% | eta: 15.1m
step 01749 (57.38%) | loss: 3.163532 | dt: 698.01ms | tok/sec: 751,118 | bf16_mfu: 16.67% | eta: 15.1m
step 01750 (57.41%) | loss: 3.169946 | dt: 695.40ms | tok/sec: 753,939 | bf16_mfu: 16.74% | eta: 15.1m
step 01751 (57.45%) | loss: 3.158409 | dt: 700.96ms | tok/sec: 747,956 | bf16_mfu: 16.60% | eta: 15.1m
step 01752 (57.48%) | loss: 3.165154 | dt: 696.06ms | tok/sec: 753,220 | bf16_mfu: 16.72% | eta: 15.1m
step 01753 (57.51%) | loss: 3.172798 | dt: 698.32ms | tok/sec: 750,786 | bf16_mfu: 16.67% | eta: 15.1m
step 01754 (57.55%) | loss: 3.186364 | dt: 698.11ms | tok/sec: 751,010 | bf16_mfu: 16.67% | eta: 15.1m
step 01755 (57.58%) | loss: 3.201799 | dt: 698.19ms | tok/sec: 750,925 | bf16_mfu: 16.67% | eta: 15.1m
step 01756 (57.61%) | loss: 3.207601 | dt: 701.21ms | tok/sec: 747,689 | bf16_mfu: 16.60% | eta: 15.0m
step 01757 (57.64%) | loss: 3.223283 | dt: 696.94ms | tok/sec: 752,272 | bf16_mfu: 16.70% | eta: 15.0m
step 01758 (57.68%) | loss: 3.222147 | dt: 700.12ms | tok/sec: 748,855 | bf16_mfu: 16.62% | eta: 15.0m
step 01759 (57.71%) | loss: 3.215851 | dt: 699.76ms | tok/sec: 749,242 | bf16_mfu: 16.63% | eta: 15.0m
step 01760 (57.74%) | loss: 3.221780 | dt: 697.68ms | tok/sec: 751,474 | bf16_mfu: 16.68% | eta: 15.0m
step 01761 (57.78%) | loss: 3.216354 | dt: 699.06ms | tok/sec: 749,990 | bf16_mfu: 16.65% | eta: 15.0m
step 01762 (57.81%) | loss: 3.222138 | dt: 698.91ms | tok/sec: 750,153 | bf16_mfu: 16.65% | eta: 15.0m
step 01763 (57.84%) | loss: 3.236295 | dt: 695.55ms | tok/sec: 753,775 | bf16_mfu: 16.73% | eta: 15.0m
step 01764 (57.87%) | loss: 3.241504 | dt: 698.08ms | tok/sec: 751,043 | bf16_mfu: 16.67% | eta: 15.0m
step 01765 (57.91%) | loss: 3.246402 | dt: 697.43ms | tok/sec: 751,743 | bf16_mfu: 16.69% | eta: 14.9m
step 01766 (57.94%) | loss: 3.256185 | dt: 695.70ms | tok/sec: 753,616 | bf16_mfu: 16.73% | eta: 14.9m
step 01767 (57.97%) | loss: 3.258245 | dt: 696.13ms | tok/sec: 753,151 | bf16_mfu: 16.72% | eta: 14.9m
step 01768 (58.01%) | loss: 3.257911 | dt: 699.19ms | tok/sec: 749,852 | bf16_mfu: 16.64% | eta: 14.9m
step 01769 (58.04%) | loss: 3.258318 | dt: 700.62ms | tok/sec: 748,321 | bf16_mfu: 16.61% | eta: 14.9m
step 01770 (58.07%) | loss: 3.245955 | dt: 697.90ms | tok/sec: 751,237 | bf16_mfu: 16.68% | eta: 14.9m
step 01771 (58.10%) | loss: 3.242697 | dt: 698.79ms | tok/sec: 750,284 | bf16_mfu: 16.65% | eta: 14.9m
step 01772 (58.14%) | loss: 3.225510 | dt: 701.60ms | tok/sec: 747,270 | bf16_mfu: 16.59% | eta: 14.9m
step 01773 (58.17%) | loss: 3.234258 | dt: 699.41ms | tok/sec: 749,617 | bf16_mfu: 16.64% | eta: 14.9m
step 01774 (58.20%) | loss: 3.231495 | dt: 695.24ms | tok/sec: 754,115 | bf16_mfu: 16.74% | eta: 14.8m
step 01775 (58.23%) | loss: 3.232183 | dt: 698.96ms | tok/sec: 750,092 | bf16_mfu: 16.65% | eta: 14.8m
step 01776 (58.27%) | loss: 3.240018 | dt: 696.26ms | tok/sec: 753,001 | bf16_mfu: 16.71% | eta: 14.8m
step 01777 (58.30%) | loss: 3.256264 | dt: 696.45ms | tok/sec: 752,801 | bf16_mfu: 16.71% | eta: 14.8m
step 01778 (58.33%) | loss: 3.244932 | dt: 702.95ms | tok/sec: 745,838 | bf16_mfu: 16.56% | eta: 14.8m
step 01779 (58.37%) | loss: 3.250565 | dt: 698.92ms | tok/sec: 750,135 | bf16_mfu: 16.65% | eta: 14.8m
step 01780 (58.40%) | loss: 3.265604 | dt: 698.78ms | tok/sec: 750,286 | bf16_mfu: 16.65% | eta: 14.8m
step 01781 (58.43%) | loss: 3.278474 | dt: 698.44ms | tok/sec: 750,655 | bf16_mfu: 16.66% | eta: 14.8m
step 01782 (58.46%) | loss: 3.283942 | dt: 694.45ms | tok/sec: 754,969 | bf16_mfu: 16.76% | eta: 14.7m
step 01783 (58.50%) | loss: 3.287366 | dt: 696.22ms | tok/sec: 753,047 | bf16_mfu: 16.72% | eta: 14.7m
step 01784 (58.53%) | loss: 3.289149 | dt: 697.54ms | tok/sec: 751,628 | bf16_mfu: 16.68% | eta: 14.7m
step 01785 (58.56%) | loss: 3.312228 | dt: 700.24ms | tok/sec: 748,722 | bf16_mfu: 16.62% | eta: 14.7m
step 01786 (58.60%) | loss: 3.311832 | dt: 696.08ms | tok/sec: 753,205 | bf16_mfu: 16.72% | eta: 14.7m
step 01787 (58.63%) | loss: 3.299897 | dt: 699.09ms | tok/sec: 749,954 | bf16_mfu: 16.65% | eta: 14.7m
step 01788 (58.66%) | loss: 3.295351 | dt: 698.57ms | tok/sec: 750,511 | bf16_mfu: 16.66% | eta: 14.7m
step 01789 (58.69%) | loss: 3.284691 | dt: 697.16ms | tok/sec: 752,032 | bf16_mfu: 16.69% | eta: 14.7m
step 01790 (58.73%) | loss: 3.281852 | dt: 699.17ms | tok/sec: 749,871 | bf16_mfu: 16.65% | eta: 14.7m
step 01791 (58.76%) | loss: 3.269938 | dt: 701.08ms | tok/sec: 747,826 | bf16_mfu: 16.60% | eta: 14.6m
step 01792 (58.79%) | loss: 3.278531 | dt: 697.66ms | tok/sec: 751,491 | bf16_mfu: 16.68% | eta: 14.6m
step 01793 (58.83%) | loss: 3.268143 | dt: 699.54ms | tok/sec: 749,474 | bf16_mfu: 16.64% | eta: 14.6m
step 01794 (58.86%) | loss: 3.278395 | dt: 697.45ms | tok/sec: 751,717 | bf16_mfu: 16.69% | eta: 14.6m
step 01795 (58.89%) | loss: 3.292299 | dt: 696.80ms | tok/sec: 752,423 | bf16_mfu: 16.70% | eta: 14.6m
step 01796 (58.92%) | loss: 3.308565 | dt: 698.24ms | tok/sec: 750,866 | bf16_mfu: 16.67% | eta: 14.6m
step 01797 (58.96%) | loss: 3.310854 | dt: 699.50ms | tok/sec: 749,519 | bf16_mfu: 16.64% | eta: 14.6m
step 01798 (58.99%) | loss: 3.313647 | dt: 698.06ms | tok/sec: 751,068 | bf16_mfu: 16.67% | eta: 14.6m
step 01799 (59.02%) | loss: 3.312672 | dt: 700.14ms | tok/sec: 748,837 | bf16_mfu: 16.62% | eta: 14.5m
step 01800 (59.06%) | loss: 3.318804 | dt: 695.05ms | tok/sec: 754,320 | bf16_mfu: 16.74% | eta: 14.5m
step 01801 (59.09%) | loss: 3.314778 | dt: 698.46ms | tok/sec: 750,631 | bf16_mfu: 16.66% | eta: 14.5m
step 01802 (59.12%) | loss: 3.325236 | dt: 698.82ms | tok/sec: 750,251 | bf16_mfu: 16.65% | eta: 14.5m
step 01803 (59.15%) | loss: 3.329724 | dt: 694.83ms | tok/sec: 754,551 | bf16_mfu: 16.75% | eta: 14.5m
step 01804 (59.19%) | loss: 3.326162 | dt: 695.74ms | tok/sec: 753,566 | bf16_mfu: 16.73% | eta: 14.5m
step 01805 (59.22%) | loss: 3.326294 | dt: 699.81ms | tok/sec: 749,190 | bf16_mfu: 16.63% | eta: 14.5m
step 01806 (59.25%) | loss: 3.309398 | dt: 699.45ms | tok/sec: 749,569 | bf16_mfu: 16.64% | eta: 14.5m
step 01807 (59.28%) | loss: 3.310540 | dt: 699.93ms | tok/sec: 749,054 | bf16_mfu: 16.63% | eta: 14.5m
step 01808 (59.32%) | loss: 3.299667 | dt: 699.43ms | tok/sec: 749,590 | bf16_mfu: 16.64% | eta: 14.4m
step 01809 (59.35%) | loss: 3.304295 | dt: 700.58ms | tok/sec: 748,359 | bf16_mfu: 16.61% | eta: 14.4m
step 01810 (59.38%) | loss: 3.302068 | dt: 697.48ms | tok/sec: 751,683 | bf16_mfu: 16.69% | eta: 14.4m
